,variable,value
Turecko (včetně Severokyperské Republiky),2019-03-29,1.53
Bělorusko,2019-03-29,12.5425
Řecko,2019-03-29,0.527
Slovinsko,2019-03-29,2.345666666666
Island,2019-03-29,1.0
Ukrajina,2019-03-29,5.459923076923
Dánsko,2019-03-29,7.064333333333
Litva,2019-03-29,2.4
Polsko,2019-03-29,3.640666666666
Španělsko,2019-03-29,4.44875
Černá Hora,2019-03-29,7.284
Belgie,2019-03-29,4.157625
Arménie,2019-03-29,7.2
Česká republika,2019-03-29,2.385
Nizozemsko,2019-03-29,3.039545454545
Izrael,2019-03-29,2.347
Makedonie,2019-03-29,5.2
Singapur,2019-03-29,6.12
Taiwan,2019-03-29,6.864384615384
Čína,2019-03-29,5.802077777777
Saúdská Arábie,2019-03-29,10.45
Vietnam,2019-03-29,3.426
Man,2019-03-29,4.48
Nový Zéland,2019-03-29,1.5435
Ázerbájdžán,2019-03-29,30.0
Francie,2019-03-29,6.010294117647
Rumunsko,2019-03-29,1.9844
Korejská republika,2019-03-29,8.07
Švédsko,2019-03-29,2.071666666666
Rakousko,2019-03-29,2.338260869565
Alžírsko,2019-03-29,0.524
Kyrgyzstán,2019-03-29,8.72
Moldavsko,2019-03-29,15.26
Bahrajn,2019-03-29,1.8
Hong Kong,2019-03-29,7.79125
Gruzie,2019-03-29,0.021
Chile,2019-03-29,15.43
Kuba,2019-03-29,4.38
Estonsko,2019-03-29,6.946166666666
Libanon,2019-03-29,8.69
Srí Lanka,2019-03-29,3.42
Guernsey,2019-03-29,3.525
Gibraltar,2019-03-29,3.388
Antigua a Barbuda,2019-03-29,0.507
Německo,2019-03-30,1.7564
Kanada,2019-03-30,13.79
Spojené státy americké,2019-03-30,3.704133333333
Rusko,2019-03-30,6.149833333333
Irsko,2019-03-30,1.879
Finsko,2019-03-30,2.44
Norsko,2019-03-30,8.15
Švýcarsko,2019-03-30,3.758666666666
Slovensko,2019-03-30,3.347346153846
Austrálie,2019-03-30,4.827
Chorvatsko,2019-03-30,5.815
Itálie,2019-03-30,0.9265
Velká Británie a Severní Irsko,2019-03-30,2.534
Kazachstán,2019-03-30,2.155
Srbsko,2019-03-30,0.025
Turecko (včetně Severokyperské Republiky),2019-03-30,0.645
Bělorusko,2019-03-30,0.0475
Island,2019-03-30,14.1225
Ukrajina,2019-03-30,4.957333333333
Polsko,2019-03-30,1.488333333333
Nizozemsko,2019-03-30,6.77
Izrael,2019-03-30,6.056666666666
Čína,2019-03-30,5.9574
Vietnam,2019-03-30,9.513333333333
Nový Zéland,2019-03-30,3.63
Francie,2019-03-30,2.90625
Rumunsko,2019-03-30,0.0295
Korejská republika,2019-03-30,2.36
Argentina,2019-03-30,10.99
Rakousko,2019-03-30,1.02
Kyrgyzstán,2019-03-30,5.435
Keňa,2019-03-30,0.189
Německo,2019-03-31,1.55
Kanada,2019-03-31,6.4335
Spojené státy americké,2019-03-31,2.8785
Rusko,2019-03-31,11.269
Švýcarsko,2019-03-31,0.961
Slovensko,2019-03-31,2.538727272727
Austrálie,2019-03-31,12.4
Chorvatsko,2019-03-31,3.10525
Itálie,2019-03-31,7.83
Ukrajina,2019-03-31,1.373
Polsko,2019-03-31,0.068
Španělsko,2019-03-31,1.485
Česká republika,2019-03-31,1.47
Čína,2019-03-31,8.5425
Vietnam,2019-03-31,5.46
Korejská republika,2019-03-31,8.535
Hong Kong,2019-03-31,2.5225
Katar,2019-03-31,4.21
Německo,2019-04-01,2.907596491228
Thajsko,2019-04-01,6.241416666666
Kanada,2019-04-01,2.757071428571
Portugalsko,2019-04-01,2.7525
Spojené státy americké,2019-04-01,4.317443298969
Japonsko,2019-04-01,4.765
Rusko,2019-04-01,5.744183673469
Indie,2019-04-01,2.212
Irsko,2019-04-01,11.825
Mexiko,2019-04-01,2.86
Finsko,2019-04-01,3.505
Norsko,2019-04-01,4.47775
Albánie,2019-04-01,2.0
Švýcarsko,2019-04-01,7.042136363636
Jižní Afrika,2019-04-01,1.824
Maďarsko,2019-04-01,0.0465
Slovensko,2019-04-01,3.105727506426
Irán,2019-04-01,1.721666666666
Austrálie,2019-04-01,3.463285714285
Spojené arabské emiráty,2019-04-01,2.0
Uzbekistán,2019-04-01,10.396666666666
Chorvatsko,2019-04-01,2.0922
Itálie,2019-04-01,2.846652173913
Bulharsko,2019-04-01,0.863571428571
Kypr,2019-04-01,6.596666666666
Velká Británie a Severní Irsko,2019-04-01,2.992842105263
Kazachstán,2019-04-01,3.34375
Srbsko,2019-04-01,3.383
Turecko (včetně Severokyperské Republiky),2019-04-01,1.163333333333
Bělorusko,2019-04-01,2.312
Etiopie,2019-04-01,11.52
Řecko,2019-04-01,2.348666666666
Slovinsko,2019-04-01,2.42125
Island,2019-04-01,3.27
Ukrajina,2019-04-01,4.380411764705
Dánsko,2019-04-01,5.200714285714
Litva,2019-04-01,6.14
Polsko,2019-04-01,2.10234090909
Španělsko,2019-04-01,2.738294117647
Belgie,2019-04-01,3.390428571428
Arménie,2019-04-01,11.33
Česká republika,2019-04-01,2.9066
Nizozemsko,2019-04-01,1.22
Izrael,2019-04-01,4.235833333333
Makedonie,2019-04-01,2.112
Singapur,2019-04-01,2.6686
Taiwan,2019-04-01,1.859
Čína,2019-04-01,4.176458333333
Saúdská Arábie,2019-04-01,2.96
Vietnam,2019-04-01,6.942888888888
Nový Zéland,2019-04-01,3.073428571428
Ázerbájdžán,2019-04-01,0.018
Francie,2019-04-01,4.48496
Rumunsko,2019-04-01,2.116875
Korejská republika,2019-04-01,3.492363636363
Švédsko,2019-04-01,1.862625
Mongolsko,2019-04-01,11.022
Rakousko,2019-04-01,3.263666666666
Moldavsko,2019-04-01,5.0
Ghana,2019-04-01,12.57
Hong Kong,2019-04-01,3.7925
Gruzie,2019-04-01,0.047
Kuba,2019-04-01,4.4215
Tunisko,2019-04-01,9.197
Vatikán,2019-04-01,3.925
Guadeloupe,2019-04-01,7.5
Libérie,2019-04-01,13.39
Guatemala,2019-04-01,2.424
Aruba,2019-04-01,1.85
Německo,2019-04-02,2.845336134453
Thajsko,2019-04-02,10.436428571428
Kanada,2019-04-02,4.16
Lotyšsko,2019-04-02,0.022
Spojené státy americké,2019-04-02,5.022293577981
Japonsko,2019-04-02,3.47825
Rusko,2019-04-02,4.397305785123
Indie,2019-04-02,2.526
Irsko,2019-04-02,2.1125
Mexiko,2019-04-02,7.0825
Finsko,2019-04-02,2.8356
Norsko,2019-04-02,2.427333333333
Švýcarsko,2019-04-02,2.962851851851
Jižní Afrika,2019-04-02,5.2435
Maďarsko,2019-04-02,1.3845
Slovensko,2019-04-02,3.251979564032
Austrálie,2019-04-02,3.191428571428
Uzbekistán,2019-04-02,0.042
Chorvatsko,2019-04-02,1.733
Kuvajt,2019-04-02,2.8
Itálie,2019-04-02,1.799210526315
Bulharsko,2019-04-02,3.306
Kypr,2019-04-02,0.9955
Lucembursko,2019-04-02,0.722
Velká Británie a Severní Irsko,2019-04-02,2.9645
Brazílie,2019-04-02,2.715
Kazachstán,2019-04-02,2.089
Uganda,2019-04-02,16.81
Srbsko,2019-04-02,8.545
Lichtenštejnsko,2019-04-02,0.302
Bělorusko,2019-04-02,2.6175
Řecko,2019-04-02,3.484833333333
Slovinsko,2019-04-02,4.795
Island,2019-04-02,7.268
Ukrajina,2019-04-02,5.051875
Dánsko,2019-04-02,1.45525
Litva,2019-04-02,2.178333333333
Polsko,2019-04-02,1.749729729729
Španělsko,2019-04-02,3.207866666666
Belgie,2019-04-02,2.937222222222
Pákistán,2019-04-02,4.805
Peru,2019-04-02,2.658
Arménie,2019-04-02,3.775
Česká republika,2019-04-02,6.441666666666
Nizozemsko,2019-04-02,2.890266666666
Izrael,2019-04-02,1.5705
Singapur,2019-04-02,5.438
Taiwan,2019-04-02,7.496666666666
Bosna a Hercegovina,2019-04-02,11.133666666666
Čína,2019-04-02,6.571084337349
Vietnam,2019-04-02,3.603333333333
Nový Zéland,2019-04-02,6.0265
Francie,2019-04-02,2.637481481481
Rumunsko,2019-04-02,3.671833333333
Indonésie,2019-04-02,2.672
Korejská republika,2019-04-02,5.852666666666
Švédsko,2019-04-02,2.773571428571
Mongolsko,2019-04-02,17.6146
Argentina,2019-04-02,1.5
Rakousko,2019-04-02,4.942904761904
Moldavsko,2019-04-02,8.2985
Nigérie,2019-04-02,0.759
Hong Kong,2019-04-02,4.343666666666
Gruzie,2019-04-02,0.042
Chile,2019-04-02,0.959
Estonsko,2019-04-02,2.1095
Srí Lanka,2019-04-02,4.405
Niue,2019-04-02,5.25
Sierra Leone,2019-04-02,3.43
Afghánistán,2019-04-02,2.396
Macao,2019-04-02,4.361
Martinik,2019-04-02,0.76
Maledivy,2019-04-02,2.914
Německo,2019-04-03,3.486429752066
Thajsko,2019-04-03,4.393166666666
Kanada,2019-04-03,4.85871875
Portugalsko,2019-04-03,1.717666666666
Lotyšsko,2019-04-03,2.544333333333
Spojené státy americké,2019-04-03,3.350675925925
Turkmenistán,2019-04-03,4.175
Japonsko,2019-04-03,6.484785714285
Rusko,2019-04-03,5.742610526315
Irsko,2019-04-03,0.5
Mexiko,2019-04-03,3.37
Finsko,2019-04-03,2.72
Norsko,2019-04-03,3.912222222222
Švýcarsko,2019-04-03,3.157384615384
Jižní Afrika,2019-04-03,8.611666666666
Maďarsko,2019-04-03,3.250428571428
Slovensko,2019-04-03,2.702433628318
Irán,2019-04-03,0.212
Austrálie,2019-04-03,4.2138
Spojené arabské emiráty,2019-04-03,1.63
Chorvatsko,2019-04-03,2.2085
Itálie,2019-04-03,1.920571428571
Bulharsko,2019-04-03,4.241333333333
Kypr,2019-04-03,7.6975
Velká Británie a Severní Irsko,2019-04-03,1.153058823529
Brazílie,2019-04-03,6.273
Kazachstán,2019-04-03,5.5838
Srbsko,2019-04-03,2.025
Malajsie,2019-04-03,0.826
Turecko (včetně Severokyperské Republiky),2019-04-03,7.8795
Lichtenštejnsko,2019-04-03,2.848
Bělorusko,2019-04-03,0.017
Řecko,2019-04-03,5.006666666666
Slovinsko,2019-04-03,0.96
Island,2019-04-03,1.156
Ukrajina,2019-04-03,2.929
Dánsko,2019-04-03,2.51625
Litva,2019-04-03,1.188
Polsko,2019-04-03,3.862153846153
Španělsko,2019-04-03,4.1224
Belgie,2019-04-03,2.5413
Česká republika,2019-04-03,2.516125
Nizozemsko,2019-04-03,4.698384615384
Izrael,2019-04-03,4.6575
Singapur,2019-04-03,1.77
Taiwan,2019-04-03,0.743666666666
Bosna a Hercegovina,2019-04-03,17.445
Čína,2019-04-03,5.244675675675
Malta,2019-04-03,2.933333333333
Vietnam,2019-04-03,4.965142857142
Nový Zéland,2019-04-03,1.6662
Ázerbájdžán,2019-04-03,19.561666666666
Francie,2019-04-03,3.33765
Rumunsko,2019-04-03,8.015
Korejská republika,2019-04-03,7.109833333333
Švédsko,2019-04-03,3.359333333333
Maroko,2019-04-03,1.35
Rakousko,2019-04-03,3.300636363636
Alžírsko,2019-04-03,0.028
Ghana,2019-04-03,0.06
Hong Kong,2019-04-03,4.824
Gruzie,2019-04-03,8.02
Chile,2019-04-03,4.76
Kuba,2019-04-03,2.736
Estonsko,2019-04-03,2.5855
Zambie,2019-04-03,8.885
Tunisko,2019-04-03,3.23
Katar,2019-04-03,1.585
San Marino,2019-04-03,18.5
Seychely,2019-04-03,0.575
Salvador,2019-04-03,3.065
Německo,2019-04-04,3.590577235772
Thajsko,2019-04-04,10.968
Kanada,2019-04-04,3.828185185185
Lotyšsko,2019-04-04,2.8
Spojené státy americké,2019-04-04,4.5781
Japonsko,2019-04-04,4.772
Rusko,2019-04-04,4.465868131868
Indie,2019-04-04,7.758333333333
Irsko,2019-04-04,2.324
Mexiko,2019-04-04,3.5625
Finsko,2019-04-04,15.511666666666
Norsko,2019-04-04,5.3702
Albánie,2019-04-04,15.16
Švýcarsko,2019-04-04,3.498423076923
Maďarsko,2019-04-04,3.897571428571
Slovensko,2019-04-04,3.476158154859
Austrálie,2019-04-04,4.238125
Spojené arabské emiráty,2019-04-04,1.4735
Chorvatsko,2019-04-04,2.625
Itálie,2019-04-04,4.627555555555
Bulharsko,2019-04-04,11.980333333333
Kypr,2019-04-04,5.455
Velká Británie a Severní Irsko,2019-04-04,2.921736842105
Kolumbie,2019-04-04,0.7585
Brazílie,2019-04-04,4.094333333333
Kazachstán,2019-04-04,6.855666666666
Srbsko,2019-04-04,8.0928
Malajsie,2019-04-04,3.365
Turecko (včetně Severokyperské Republiky),2019-04-04,4.0125
Bělorusko,2019-04-04,3.445857142857
Etiopie,2019-04-04,8.18
Řecko,2019-04-04,9.5075
Slovinsko,2019-04-04,1.746
Island,2019-04-04,4.65
Ukrajina,2019-04-04,2.112105263157
Dánsko,2019-04-04,4.379428571428
Litva,2019-04-04,3.014
Polsko,2019-04-04,3.215297297297
Španělsko,2019-04-04,1.472714285714
Belgie,2019-04-04,2.405
Pákistán,2019-04-04,4.372
Česká republika,2019-04-04,5.54
Nizozemsko,2019-04-04,2.120142857142
Izrael,2019-04-04,6.01375
Makedonie,2019-04-04,1.484
Singapur,2019-04-04,2.5532
Taiwan,2019-04-04,2.8
Bosna a Hercegovina,2019-04-04,2.2975
Čína,2019-04-04,5.985386363636
Vietnam,2019-04-04,7.144
Nový Zéland,2019-04-04,6.613333333333
Ázerbájdžán,2019-04-04,13.995
Francie,2019-04-04,3.168178571428
Rumunsko,2019-04-04,4.48875
Indonésie,2019-04-04,3.0775
Korejská republika,2019-04-04,6.70125
Švédsko,2019-04-04,3.188333333333
Maroko,2019-04-04,0.671
Argentina,2019-04-04,2.398
Rakousko,2019-04-04,2.649571428571
Kyrgyzstán,2019-04-04,0.512
Grónsko,2019-04-04,0.03
Hong Kong,2019-04-04,3.309285714285
Chile,2019-04-04,7.215
Kuba,2019-04-04,2.248
Estonsko,2019-04-04,0.38
Srí Lanka,2019-04-04,5.84
Egypt,2019-04-04,5.235
Zambie,2019-04-04,13.3925
Tunisko,2019-04-04,5.205
Brunej,2019-04-04,1.069
Monako,2019-04-04,0.284
Guatemala,2019-04-04,7.086
Německo,2019-04-05,3.236871287128
Thajsko,2019-04-05,5.424857142857
Kanada,2019-04-05,8.235357142857
Portugalsko,2019-04-05,4.205
Lotyšsko,2019-04-05,4.208333333333
Spojené státy americké,2019-04-05,4.615220930232
Japonsko,2019-04-05,2.9548
Rusko,2019-04-05,6.265549295774
Indie,2019-04-05,1.969
Irsko,2019-04-05,3.4075
Mexiko,2019-04-05,3.518
Finsko,2019-04-05,6.915
Norsko,2019-04-05,2.590666666666
Albánie,2019-04-05,8.329333333333
Švýcarsko,2019-04-05,4.706307692307
Jižní Afrika,2019-04-05,8.866666666666
Maďarsko,2019-04-05,2.535272727272
Slovensko,2019-04-05,3.597945812807
Austrálie,2019-04-05,2.557625
Chorvatsko,2019-04-05,6.830333333333
Itálie,2019-04-05,4.638434782608
Bulharsko,2019-04-05,3.6594
Kypr,2019-04-05,1.156333333333
Lucembursko,2019-04-05,0.207
Velká Británie a Severní Irsko,2019-04-05,1.891
Kolumbie,2019-04-05,13.346666666666
Brazílie,2019-04-05,1.1475
Kazachstán,2019-04-05,11.213
Srbsko,2019-04-05,11.376
Malajsie,2019-04-05,10.1275
Turecko (včetně Severokyperské Republiky),2019-04-05,2.214333333333
Bělorusko,2019-04-05,3.9775
Řecko,2019-04-05,7.8385
Slovinsko,2019-04-05,0.803
Island,2019-04-05,6.315
Ukrajina,2019-04-05,2.75
Dánsko,2019-04-05,8.55
Litva,2019-04-05,5.98275
Polsko,2019-04-05,3.508208333333
Španělsko,2019-04-05,2.488071428571
Černá Hora,2019-04-05,23.415
Belgie,2019-04-05,0.945333333333
Arménie,2019-04-05,11.9155
Česká republika,2019-04-05,2.665
Nizozemsko,2019-04-05,5.1578125
Izrael,2019-04-05,1.4415
Ekvádor,2019-04-05,3.99
Singapur,2019-04-05,11.735
Taiwan,2019-04-05,3.043333333333
Bosna a Hercegovina,2019-04-05,0.024
Čína,2019-04-05,5.790121951219
Malta,2019-04-05,0.864
Vietnam,2019-04-05,5.948
Nový Zéland,2019-04-05,19.987833333333
Ázerbájdžán,2019-04-05,11.94
Francie,2019-04-05,5.970064516129
Rumunsko,2019-04-05,2.452
Indonésie,2019-04-05,1.1585
Korejská republika,2019-04-05,10.0932
Švédsko,2019-04-05,1.1486
Argentina,2019-04-05,7.105
Rakousko,2019-04-05,3.6285
Alžírsko,2019-04-05,13.856666666666
Moldavsko,2019-04-05,2.896
Hong Kong,2019-04-05,0.37
Gruzie,2019-04-05,6.4
Chile,2019-04-05,9.89
Estonsko,2019-04-05,5.525
Tanzanie,2019-04-05,6.38
Niue,2019-04-05,0.105
Kamerun,2019-04-05,13.713333333333
Katar,2019-04-05,17.9
Eswatini,2019-04-05,1.938
Panama,2019-04-05,4.495
Monako,2019-04-05,3.39
Německo,2019-04-06,0.883
Kanada,2019-04-06,6.743333333333
Spojené státy americké,2019-04-06,6.897416666666
Japonsko,2019-04-06,5.619333333333
Rusko,2019-04-06,5.4703
Norsko,2019-04-06,3.3115
Švýcarsko,2019-04-06,2.9908
Slovensko,2019-04-06,2.477666666666
Chorvatsko,2019-04-06,0.07
Itálie,2019-04-06,1.051
Velká Británie a Severní Irsko,2019-04-06,0.137
Srbsko,2019-04-06,0.783
Island,2019-04-06,3.9085
Ukrajina,2019-04-06,15.357166666666
Polsko,2019-04-06,5.82675
Španělsko,2019-04-06,0.467
Arménie,2019-04-06,12.475
Česká republika,2019-04-06,2.215
Nizozemsko,2019-04-06,23.76
Izrael,2019-04-06,2.975
Čína,2019-04-06,5.979125
Francie,2019-04-06,1.98
Rumunsko,2019-04-06,0.568
Indonésie,2019-04-06,4.99
Korejská republika,2019-04-06,9.6925
Rakousko,2019-04-06,6.5505
Kyrgyzstán,2019-04-06,0.268
Gruzie,2019-04-06,5.97
Egypt,2019-04-06,2.08
Německo,2019-04-07,1.9825
Kanada,2019-04-07,15.725
Spojené státy americké,2019-04-07,13.782
Japonsko,2019-04-07,15.45125
Rusko,2019-04-07,9.5765
Švýcarsko,2019-04-07,6.57
Slovensko,2019-04-07,2.1263
Velká Británie a Severní Irsko,2019-04-07,4.5865
Brazílie,2019-04-07,1.999
Kazachstán,2019-04-07,0.028
Srbsko,2019-04-07,6.595
Ukrajina,2019-04-07,1.1
Polsko,2019-04-07,3.184
Španělsko,2019-04-07,6.855
Peru,2019-04-07,4.975
Nizozemsko,2019-04-07,0.254
Bosna a Hercegovina,2019-04-07,1.04
Čína,2019-04-07,8.922
Korejská republika,2019-04-07,0.176
Švédsko,2019-04-07,0.28
Rakousko,2019-04-07,0.011
Nigérie,2019-04-07,0.399
Hong Kong,2019-04-07,2.282
Gruzie,2019-04-07,5.42
Německo,2019-04-08,3.143522935779
Thajsko,2019-04-08,7.164833333333
Kanada,2019-04-08,4.038615384615
Portugalsko,2019-04-08,3.152333333333
Lotyšsko,2019-04-08,4.576666666666
Spojené státy americké,2019-04-08,3.272917355371
Japonsko,2019-04-08,6.699533333333
Rusko,2019-04-08,5.082183486238
Indie,2019-04-08,0.3002
Irsko,2019-04-08,3.897
Mexiko,2019-04-08,1.831666666666
Finsko,2019-04-08,0.801
Norsko,2019-04-08,4.71375
Švýcarsko,2019-04-08,5.56065
Maďarsko,2019-04-08,1.028833333333
Slovensko,2019-04-08,3.073363431151
Austrálie,2019-04-08,2.1421
Spojené arabské emiráty,2019-04-08,4.3075
Uzbekistán,2019-04-08,0.06
Chorvatsko,2019-04-08,4.265
Itálie,2019-04-08,4.216391304347
Bulharsko,2019-04-08,3.81225
Kypr,2019-04-08,12.01
Lucembursko,2019-04-08,5.013333333333
Velká Británie a Severní Irsko,2019-04-08,2.866
Brazílie,2019-04-08,2.565
Kazachstán,2019-04-08,2.209
Srbsko,2019-04-08,7.08025
Malajsie,2019-04-08,3.015
Turecko (včetně Severokyperské Republiky),2019-04-08,2.9
Bělorusko,2019-04-08,2.1488
Řecko,2019-04-08,6.001666666666
Slovinsko,2019-04-08,5.8902
Island,2019-04-08,5.83575
Ukrajina,2019-04-08,5.732111111111
Dánsko,2019-04-08,2.403285714285
Litva,2019-04-08,3.95
Polsko,2019-04-08,3.5292
Španělsko,2019-04-08,3.450363636363
Belgie,2019-04-08,1.630333333333
Peru,2019-04-08,1.3
Arménie,2019-04-08,0.02
Česká republika,2019-04-08,2.04
Nizozemsko,2019-04-08,3.325
Izrael,2019-04-08,5.863666666666
Taiwan,2019-04-08,3.287
Čína,2019-04-08,4.555846153846
Vietnam,2019-04-08,8.904636363636
Nový Zéland,2019-04-08,4.148
Ázerbájdžán,2019-04-08,4.175
Francie,2019-04-08,4.8965
Rumunsko,2019-04-08,6.713
Indonésie,2019-04-08,6.755
Korejská republika,2019-04-08,5.338625
Švédsko,2019-04-08,1.9305
Rakousko,2019-04-08,3.651964285714
Moldavsko,2019-04-08,0.058
Bahrajn,2019-04-08,29.33
Hong Kong,2019-04-08,3.674142857142
Gruzie,2019-04-08,1.9
Estonsko,2019-04-08,8.2988
Tanzanie,2019-04-08,1.932
Tádžikistán,2019-04-08,0.045
Niue,2019-04-08,0.048
Jordánsko,2019-04-08,3.18
Katar,2019-04-08,2.13
Německo,2019-04-09,3.948434426229
Thajsko,2019-04-09,2.830333333333
Kanada,2019-04-09,6.77596
Portugalsko,2019-04-09,0.186
Lotyšsko,2019-04-09,4.245
Spojené státy americké,2019-04-09,4.215212962962
Japonsko,2019-04-09,5.9676
Rusko,2019-04-09,6.02279
Indie,2019-04-09,2.41
Irsko,2019-04-09,5.191666666666
Mexiko,2019-04-09,3.821
Finsko,2019-04-09,13.215
Norsko,2019-04-09,4.45625
Švýcarsko,2019-04-09,4.561666666666
Jižní Afrika,2019-04-09,10.016875
Maďarsko,2019-04-09,2.828818181818
Slovensko,2019-04-09,3.345039800995
Irán,2019-04-09,0.0635
Austrálie,2019-04-09,6.068666666666
Spojené arabské emiráty,2019-04-09,9.873
Uzbekistán,2019-04-09,1.03
Chorvatsko,2019-04-09,2.5214
Itálie,2019-04-09,5.281956521739
Bulharsko,2019-04-09,0.340666666666
Kypr,2019-04-09,4.825833333333
Velká Británie a Severní Irsko,2019-04-09,3.360217391304
Brazílie,2019-04-09,3.85325
Kazachstán,2019-04-09,4.7232
Malajsie,2019-04-09,0.41
Turecko (včetně Severokyperské Republiky),2019-04-09,8.235
Bělorusko,2019-04-09,8.165
Řecko,2019-04-09,10.611666666666
Slovinsko,2019-04-09,2.475166666666
Island,2019-04-09,1.056
Ukrajina,2019-04-09,2.5695
Dánsko,2019-04-09,5.83875
Filipíny,2019-04-09,4.665
Litva,2019-04-09,0.95
Polsko,2019-04-09,2.830189189189
Španělsko,2019-04-09,2.995
Černá Hora,2019-04-09,13.21
Belgie,2019-04-09,2.1004
Arménie,2019-04-09,6.0725
Česká republika,2019-04-09,3.159428571428
Nizozemsko,2019-04-09,3.1461875
Izrael,2019-04-09,2.017333333333
Taiwan,2019-04-09,5.091
Bosna a Hercegovina,2019-04-09,0.021
Čína,2019-04-09,4.733682926829
Saúdská Arábie,2019-04-09,2.4
Malta,2019-04-09,5.16
Vietnam,2019-04-09,7.615
Nový Zéland,2019-04-09,2.13275
Ázerbájdžán,2019-04-09,2.9795
Francie,2019-04-09,2.612689655172
Rumunsko,2019-04-09,2.862333333333
Korejská republika,2019-04-09,4.103181818181
Švédsko,2019-04-09,2.635833333333
Argentina,2019-04-09,2.3225
Rakousko,2019-04-09,1.48885
Kyrgyzstán,2019-04-09,1.665
Moldavsko,2019-04-09,4.365
Keňa,2019-04-09,10.615
Nigérie,2019-04-09,29.84
Hong Kong,2019-04-09,2.934
Gruzie,2019-04-09,3.1575
Chile,2019-04-09,1.735
Srí Lanka,2019-04-09,6.94
Egypt,2019-04-09,9.0775
Guernsey,2019-04-09,2.674
Tádžikistán,2019-04-09,10.78
Réunion,2019-04-09,6.5
Tunisko,2019-04-09,0.327
Afghánistán,2019-04-09,2.665
Kostarika,2019-04-09,2.416
Německo,2019-04-10,3.290246153846
Thajsko,2019-04-10,8.78
Kanada,2019-04-10,4.067833333333
Portugalsko,2019-04-10,4.9425
Spojené státy americké,2019-04-10,2.709045454545
Japonsko,2019-04-10,4.539461538461
Rusko,2019-04-10,4.438489208633
Indie,2019-04-10,3.9855
Irsko,2019-04-10,1.2845
Mexiko,2019-04-10,14.73
Finsko,2019-04-10,5.217285714285
Norsko,2019-04-10,3.582
Švýcarsko,2019-04-10,4.061789473684
Jižní Afrika,2019-04-10,13.79
Maďarsko,2019-04-10,3.5
Slovensko,2019-04-10,3.621966532797
Irán,2019-04-10,4.229666666666
Austrálie,2019-04-10,3.054
Spojené arabské emiráty,2019-04-10,4.6
Uzbekistán,2019-04-10,1.2505
Chorvatsko,2019-04-10,1.23
Kuvajt,2019-04-10,8.61
